,SYMBOL,DATE,5_min_window,avgVol,avgPrice,avgSize,PRICE_1,U_SEQ,totalSum,sectionVol
56225,AAI,20021202,09:30:00,0.006568085360258649,3.9400000000000004,1800.0,3.8339999999999996,-0.02727207868638988,1,
56226,AAI,20021202,09:35:00,0.006475959550809765,3.8339999999999996,1610.0,3.8616666666666664,0.0071902245927772,2,0.024368528344006435
56227,AAI,20021202,09:40:00,0.0063480704814707556,3.8616666666666664,300.0,3.925,0.01626748201814197,3,0.022970054041495144
56228,AAI,20021202,09:45:00,0.006087408347259619,3.925,600.0,3.832142857142857,-0.02394221177292287,4,0.021914371955621972
56229,AAI,20021202,09:55:00,0.005922486343448484,3.832142857142857,707.1428571428571,3.8200000000000003,-0.00317371684296489,5,0.01905296472854702
56230,AAI,20021202,10:00:00,0.005762632150760655,3.8200000000000003,400.0,3.8166666666666664,-0.0008729812863449534,6,0.017178974739652072
56231,AAI,20021202,10:05:00,0.005745906051507728,3.8166666666666664,1033.3333333333333,3.915714285714286,0.02562031992724229,7,0.019558033988321743
56232,AAI,20021202,10:10:00,0.005328785223125721,3.915714285714286,700.0,3.87,-0.011743254217690745,8,0.01850983065204193
56233,AAI,20021202,10:15:00,0.005202355277579693,3.87,300.0,3.878333333333334,0.0021510010444550274,9,0.017376138274396206
56234,AAI,20021202,10:20:00,0.0051535785469649315,3.878333333333334,100400.0,3.8666666666666667,-0.0030126986419362054,10,0.01638722421393701
56235,AAI,20021202,10:25:00,0.00515331236935762,3.8666666666666667,100.0,3.8666666666666667,0.0,11,0.015556603157235704
56236,AAI,20021202,10:30:00,0.005197738212219753,3.8666666666666667,383.3333333333333,3.8533333333333335,-0.0034542348680875576,12,0.014841202682976269
56237,AAI,20021202,10:35:00,0.0051974851680666925,3.8533333333333335,400.0,3.8879999999999995,0.00895631202207084,13,0.014522218416971674
56238,AAI,20021202,10:40:00,0.005126376884770865,3.8879999999999995,2840.0,3.88,-0.0020597329630105046,14,0.013955252460907116
56239,AAI,20021202,10:45:00,0.0051473752832864456,3.88,100.0,3.89,0.0025740039951728426,15,0.013480964608951268
56240,AAI,20021202,10:50:00,0.005147515213545045,3.89,100.0,3.866666666666667,-0.006016348186145527,16,0.013087700909562764
56241,AAI,20021202,10:55:00,0.0047412562122971106,3.866666666666667,333.3333333333333,3.8840000000000003,0.00447274098486925,17,0.012745909593601135
56242,AAI,20021202,11:00:00,0.0046658809335203486,3.8840000000000003,1460.0,3.86,-0.006198366952339131,18,0.012429631163999186
56243,AAI,20021202,11:05:00,0.004635760948374527,3.86,200.0,3.865,0.0012944985626457955,19,0.01209233140087177
56244,AAI,20021202,11:10:00,0.004668880167097389,3.865,250.0,3.8699999999999997,0.0012928250023049495,20,0.01178108465989953
56245,AAI,20021202,11:15:00,0.004728663391248461,3.8699999999999997,333.3333333333333,3.8625,-0.0019398648178265917,21,0.011485038761562288
56246,AAI,20021202,11:25:00,0.004804528712738458,3.8625,2575.0,3.88,0.00452051141131828,22,0.011268681394351983
