,SYMBOL,DATE,5_min_window,avgVol,avgPrice,avgSize,PRICE_1,U_SEQ,totalSum,sectionVol
49887,ABG,20021202,09:30:00,0.0022863693249087886,9.5,300.0,9.5,0.0,1,
49888,ABG,20021202,09:35:00,0.002312822309857664,9.5,1050.0,9.59,0.009429090288851687,2,0.00666737368366725
49889,ABG,20021202,09:45:00,0.0020045291846177353,9.59,500.0,9.55,-0.004179734402707857,3,0.0069711074304123
49890,ABG,20021202,10:10:00,0.0019642760896261256,9.55,550.0,9.54,-0.001047669032443911,4,0.005861228274286885
49891,ABG,20021202,10:15:00,0.001993609081603893,9.54,100.0,9.55,0.0010476690324439056,5,0.005075972732188928
49892,ABG,20021202,10:25:00,0.002012797076241814,9.55,100.0,9.53,-0.002096436826528293,6,0.004718291535936644
49893,ABG,20021202,10:30:00,0.0020230484602544135,9.53,300.0,9.53,0.0,7,0.004311768066433189
49894,ABG,20021202,10:35:00,0.002050243537333162,9.53,400.0,9.54,0.00104876779408443,8,0.003997523051966842
49895,ABG,20021202,10:40:00,0.002067042467647451,9.54,100.0,9.55,0.0010476690324439056,9,0.0037433936346369387
49896,ABG,20021202,10:55:00,0.002094706642214011,9.55,1000.0,9.55,0.0,10,0.003534121643016143
49897,ABG,20021202,11:00:00,0.0021362157483101538,9.55,100.0,9.55,0.0,11,0.003356495922695431
49898,ABG,20021202,11:05:00,0.0022037584221150748,9.55,150.0,9.5,-0.00524935588614379,12,0.003602037971508097
49899,ABG,20021202,11:15:00,0.0021437133518546515,9.5,200.0,9.5,0.0,13,0.0034486887970895043
49900,ABG,20021202,11:25:00,0.0021946102525514455,9.5,100.0,9.5,0.0,14,0.0033133930207573745
49901,ABG,20021202,11:30:00,0.0022493144666736386,9.5,1000.0,9.55,0.005249355886143745,15,0.0034686364251829186
49902,ABG,20021202,11:40:00,0.002129781147866888,9.55,100.0,9.56,0.001046572570671117,16,0.0033555435198020975
49903,ABG,20021202,11:55:00,0.00217679277291772,9.56,100.0,9.56,0.0,17,0.0032503924308230733
49904,ABG,20021202,12:10:00,0.002239431425664306,9.56,100.0,9.5,-0.006295928456814812,18,0.0035231271163760477
49905,ABG,20021202,12:40:00,0.0020589551816962387,9.5,8633.333333333334,9.55,0.005249355886143745,19,0.00362948308830249
49906,ABG,20021202,12:55:00,0.0018659529244733654,9.55,100.0,9.54,-0.001047669032443911,20,0.003545062233352913
49907,ABG,20021202,13:00:00,0.0018942523303356103,9.54,100.0,9.5,-0.00420168685369997,21,0.003586911899990998
49908,ABG,20021202,13:05:00,0.0017734545817264574,9.5,5000.0,9.5,0.0,22,0.0035004675848611766
49909,ABG,20021202,13:20:00,0.0018245216913720557,9.5,100.0,9.53,0.003152919059615515,23,0.0034826023784466607
49910,ABG,20021202,13:40:00,0.0017455882506897228,9.53,100.0,9.5,-0.0031529190596155305,24,0.003471627464228784
49911,ABG,20021202,13:55:00,0.0018303676518565894,9.5,4287.5,9.5,0.0,25,0.003398532383979114
49912,ABG,20021202,14:00:00,0.0021845595938420836,9.5,5975.0,9.5,0.0,26,0.0033298680860293205
49913,ABG,20021202,14:10:00,0.0025258290394229934,9.5,4066.6666666666665,9.5,0.0,27,0.003265204297760262
49914,ABG,20021202,14:25:00,0.0028970653545801733,9.5,100.0,9.5,0.0,28,0.0032041670597249537
49915,ABG,20021202,14:30:00,0.0032159335418551196,9.5,400.0,9.5,0.0,29,0.0031464295908157905
49916,ABG,20021202,15:10:00,0.003504007407752617,9.5,100.0,9.49,-0.00105318598465859,30,0.003097678575297846
49917,ABG,20021202,15:25:00,0.003916444284977885,9.49,100.0,9.42,-0.007403524033564828,31,0.0033207174909777337
49918,ABG,20021202,15:30:00,0.0015898264586897922,9.42,100.0,9.45,0.0031796529173795844,32,0.0033232410780783313
49919,ABG,20021202,15:35:00,0.0,9.45,100.0,9.45,0.0,33,0.0032710292709876407
49920,ABG,20021202,15:40:00,0.0,9.45,100.0,9.45,0.0,34,0.0032212037045354315
49921,ABG,20021202,15:50:00,,9.45,100.0,9.45,0.0,35,0.0031735879686449527
49922,ABG,20021202,15:55:00,,9.45,100.0,9.35,-0.010638398205055754,36,0.003583180772980675
49923,ABG,20021203,09:30:00,0.004174368076414947,9.35,700.0,9.25,-0.010752791776261737,37,0.003918647188116604
49924,ABG,20021203,09:40:00,0.004009237682128167,9.25,900.0,9.28,0.0032379952737753475,38,0.0039183145982291
49925,ABG,20021203,10:10:00,0.0036176905689804207,9.28,500.0,9.216666666666667,-0.006848107497875052,39,0.003993099905119079
49926,ABG,20021203,10:15:00,0.003623766316931513,9.216666666666667,566.6666666666666,9.21,-0.0007235890330186096,40,0.0039415827108230505
49927,ABG,20021203,10:30:00,0.00368885470438256,9.21,100.0,9.25,0.004333701257118351,41,0.003972938627965305
49928,ABG,20021203,10:40:00,0.0036504187318833,9.25,200.0,9.24,-0.0010816658707410232,42,0.003924753146329444
49929,ABG,20021203,10:55:00,0.0037072875364343354,9.24,100.0,9.23,-0.0010828371388319376,43,0.003878282705247883
49930,ABG,20021203,11:15:00,0.0037719105804027396,9.23,100.0,9.24,0.0010828371388318981,44,0.003842024799045181
49931,ABG,20021203,11:20:00,0.00396215855546442,9.24,425.0,9.25,0.0010816658707409699,45,0.0038066825671944776
49932,ABG,20021203,11:40:00,0.004187164602999794,9.25,300.0,9.23,-0.002164503009573014,46,0.0037712765137566384
49933,ABG,20021203,11:50:00,0.0043632663707630645,9.23,100.0,9.24,0.0010828371388318981,47,0.0037383859614978205
49934,ABG,20021203,11:55:00,0.00456153806377304,9.24,100.0,9.26,0.0021621630044950956,48,0.0037196809698158808
49935,ABG,20021203,12:00:00,0.004691988237273324,9.26,500.0,9.163333333333334,-0.01049403514904322,49,0.003946224460474477
49936,ABG,20021203,12:10:00,0.00460603174181919,9.163333333333334,433.3333333333333,9.16,-0.00036383482300581833,50,0.003906104592544361
49937,ABG,20021203,12:15:00,0.004866615960672116,9.16,500.0,9.16,0.0,51,0.0038681931096674208
49938,ABG,20021203,12:25:00,0.005048759597205577,9.16,100.0,9.18,0.002181025946360146,52,0.0038510742494977553
49939,ABG,20021203,12:40:00,0.005194584231792803,9.18,200.0,9.066666666666668,-0.012422519998556984,53,0.004142046085697963
49940,ABG,20021203,12:50:00,0.0033777838388988866,9.066666666666668,700.0,9.16,0.0102414940521967,54,0.004373067025277477
49941,ABG,20021203,13:10:00,0.002784305796290605,9.16,100.0,9.1,-0.006571765163234614,55,0.004404748005040924
49942,ABG,20021203,14:45:00,0.0006643634941432008,9.1,200.0,9.1,0.0,56,0.004365772408069524
49943,ABG,20021203,15:05:00,0.0007766137861240706,9.1,100.0,9.1,0.0,57,0.004327812893470459
49944,ABG,20021203,15:15:00,0.0008967563569502133,9.1,200.0,9.1,0.0,58,0.004290826091426062
49945,ABG,20021203,15:20:00,0.0010982977490625787,9.1,40000.0,9.11,0.001098297749062592,59,0.0042604149874767745
49946,ABG,20021203,15:25:00,0.0007766137861240614,9.11,100.0,9.1,-0.0010982977490625657,60,0.004224452158197323
49947,ABG,20021203,15:40:00,,9.1,12500.0,9.1,0.0,61,0.0041901061363215295
49948,ABG,20021203,15:45:00,,9.1,200.0,9.05,-0.005509655810969473,62,0.004200175308241639
49949,ABG,20021204,09:30:00,0.0024105186982756187,9.05,100.0,9.02,-0.0033204236373026337,63,0.004178415499055702
49950,ABG,20021204,09:35:00,0.002400338396857974,9.02,100.0,9.015,-0.000554477419251636,64,0.00414525669259339
49951,ABG,20021204,09:40:00,0.0024200207510130948,9.015,100.0,9.01,-0.0005547850350341575,65,0.004112874723251801
49952,ABG,20021204,09:50:00,0.002440318629253173,9.01,100.0,9.02,0.0011092624542857557,66,0.004087980281906755
49953,ABG,20021204,10:00:00,0.0024697662731549123,9.02,366.6666666666667,9.016666666666666,-0.0003696174501515606,67,0.004057210777419492
49954,ABG,20021204,10:05:00,0.0025110616354707322,9.016666666666666,400.0,8.975,-0.004631782250038214,68,0.004053828524835513
49955,ABG,20021204,10:30:00,0.0025077011789116847,8.975,500.0,8.91,-0.007268692891624585,69,0.004097750271828674
49956,ABG,20021204,10:35:00,0.002367386876150174,8.91,2250.0,8.88,-0.0033726844786391187,70,0.004078417967528072
49957,ABG,20021204,10:40:00,0.002275307183777204,8.88,366.6666666666667,8.87,-0.0011267606825907288,71,0.004049227609105464
49958,ABG,20021204,10:45:00,0.002309386579498284,8.87,100.0,8.835,-0.0039536905498281745,72,0.004035994461625612
49959,ABG,20021204,10:50:00,0.0022930048052033493,8.835,283.3333333333333,8.754999999999999,-0.009096140033844744,73,0.004118150694087517
49960,ABG,20021204,11:05:00,0.0020315862964870755,8.754999999999999,2500.0,8.75,-0.0005712653682920406,74,0.004090342033703416
49961,ABG,20021204,11:15:00,0.002075657263640957,8.75,100.0,8.76,0.0011422045787769796,75,0.004070935607094388
49962,ABG,20021204,11:30:00,0.002094194930311341,8.76,200.0,8.76,0.0,76,0.004045606698151481
49963,ABG,20021204,11:35:00,0.0021169578986938433,8.76,200.0,8.82,0.006825965070399891,77,0.004118332947049847
49964,ABG,20021204,11:40:00,0.0018934656609598042,8.82,200.0,8.84,0.0022650066308520615,78,0.004107811561792239
49965,ABG,20021204,12:15:00,0.0018867243821168618,8.84,200.0,8.84,0.0,79,0.004082715786399525
49966,ABG,20021204,13:00:00,0.0019090154271692934,8.84,100.0,8.84,0.0,80,0.004058073191737651
49967,ABG,20021204,13:05:00,0.001968984401289459,8.84,425.0,8.84,0.0,81,0.004033870340180513
49968,ABG,20021204,13:10:00,0.002076890120650553,8.84,575.0,8.84,0.0,82,0.004010094343628128
49969,ABG,20021204,13:15:00,0.0021698183315513597,8.84,750.0,8.84,0.0,83,0.003986732835047609
49970,ABG,20021204,13:30:00,0.002221380844779005,8.84,100.0,8.83,-0.0011318620336834176,84,0.00396274854914214
49971,ABG,20021204,13:45:00,0.0022552377129616136,8.83,600.0,8.825,-0.0005664117965082466,85,0.003939228382348476
49972,ABG,20021204,14:00:00,0.0023094514089751408,8.825,100.0,8.806666666666667,-0.0020795923932908065,86,0.003918169969909271
49973,ABG,20021204,14:20:00,0.002368224455743383,8.806666666666667,133.33333333333334,8.81,0.00037842952201869336,87,0.0038976635363676083
49974,ABG,20021204,14:30:00,0.002442984438869438,8.81,100.0,8.84,0.0033994367014637886,88,0.003901792126053537
49975,ABG,20021204,14:35:00,0.002403900935128195,8.84,100.0,8.84,0.0,89,0.0038805289098204263
49976,ABG,20021204,14:40:00,0.0024602515331736017,8.84,100.0,8.84,0.0,90,0.003859608884613471
49977,ABG,20021204,14:45:00,0.002520761249909855,8.84,100.0,8.84,0.0,91,0.003839022936504218
49978,ABG,20021204,14:50:00,0.0026212412558112817,8.84,600.0,8.84,0.0,92,0.003818762286067986
49979,ABG,20021204,14:55:00,0.0027750198718790144,8.84,300.0,8.773333333333333,-0.007570058860545279,93,0.003862615443222367
49980,ABG,20021204,15:00:00,0.0021785629518882937,8.773333333333333,833.3333333333334,8.77,-0.00038001140491509904,94,0.0038421057766795793
49981,ABG,20021204,15:05:00,0.0019128577785245526,8.77,100.0,8.78,0.0011396012629335743,95,0.003827065414704853
49982,ABG,20021204,15:10:00,0.0019961510537744903,8.78,100.0,8.793333333333333,0.0015174509740336296,96,0.003814399067029707
49983,ABG,20021204,15:20:00,0.00207925866608097,8.793333333333333,366.6666666666667,8.8,0.0007578628631020225,97,0.00379779782773831
49984,ABG,20021204,15:25:00,0.0025479217368066095,8.8,100.0,8.8,0.0,98,0.003779011548313974
49985,ABG,20021204,15:30:00,0.003280874784398251,8.8,100.0,8.855,0.006230549750635942,99,0.0038251525024512885
49986,ABG,20021204,15:35:00,,8.855,350.0,8.87,0.0016925250866910917,100,0.003813361579718573
49987,ABG,20021204,15:40:00,,8.87,4900.0,8.87,0.0,101,0.003794861123748427
49988,ABG,20021205,09:50:00,0.0029042266781838153,8.87,100.0,8.86,-0.0011280317044985255,102,0.003776289253470112
49989,ABG,20021205,09:55:00,0.0029397425071916797,8.86,100.0,8.9,0.004504512121104729,103,0.003792347030284709
49990,ABG,20021205,10:10:00,0.0028764303468577002,8.9,200.0,8.92,0.002244669853823728,104,0.003784430352695722
49991,ABG,20021205,10:25:00,0.002888606978252807,8.92,100.0,8.91,-0.0011217051092000155,105,0.003766528630555197
49992,ABG,20021205,10:30:00,0.0029290441260518157,8.91,200.0,8.92,0.0011217051091999518,106,0.0037523243132289584
49993,ABG,20021205,10:40:00,0.002966061329161799,8.92,100.0,8.93,0.001120448296489728,107,0.0037382600474049356
49994,ABG,20021205,10:50:00,0.0030044141386459866,8.93,200.0,8.93,0.0,108,0.0037211666002228048
49995,ABG,20021205,10:55:00,0.0030552840226658437,8.93,200.0,8.94,0.0011191942970150324,109,0.003707443259628355
49996,ABG,20021205,11:10:00,0.0031254240836469196,8.94,100.0,8.864999999999998,-0.008424649659251689,110,0.003765860210156276
49997,ABG,20021205,11:15:00,0.002734280288243087,8.864999999999998,100.0,8.93,0.007305455362236623,111,0.0038236022378103545
49998,ABG,20021205,11:25:00,0.0024272327457020037,8.93,200.0,8.93,0.0,112,0.0038067042667645073
49999,ABG,20021205,11:30:00,0.002478253620433846,8.93,600.0,8.94,0.0011191942970150324,113,0.0037929332832080543
50000,ABG,20021205,11:40:00,0.0025129708472593796,8.94,200.0,8.95,0.0011179431013412459,114,0.0037792954810503877
50001,ABG,20021205,11:50:00,0.0025786717776967614,8.95,400.0,8.95,0.0,115,0.003762999338082724
50002,ABG,20021205,12:10:00,0.002673647078812064,8.95,200.0,8.95,0.0,116,0.0037469121420167324
50003,ABG,20021205,12:20:00,0.002743549507754804,8.95,200.0,8.94,-0.0011179431013411721,117,0.003731144320981261
50004,ABG,20021205,12:35:00,0.002820038267634689,8.94,100.0,8.94,0.0,118,0.0037154725826950953
50005,ABG,20021205,12:50:00,0.0029032299384749954,8.94,200.0,8.94,0.0,119,0.003699996620315675
50006,ABG,20021205,13:10:00,0.002994255843064997,8.94,200.0,8.94,0.0,120,0.0036847123925117784
50007,ABG,20021205,13:25:00,0.0030944299245818587,8.94,200.0,8.94,0.0,121,0.0036696159737552732
50008,ABG,20021205,13:30:00,0.003205397423994924,8.94,100.0,8.934999999999999,-0.00055944057403153,122,0.003654424496403171
50009,ABG,20021205,14:00:00,0.003384941613072036,8.934999999999999,200.0,8.856666666666667,-0.008805677507778711,123,0.0037156225732538728
50010,ABG,20021205,14:50:00,0.0030682351540816002,8.856666666666667,333.3333333333333,8.84,-0.001883594454060445,124,0.003702367084918706
50011,ABG,20021205,14:55:00,0.0031575012015211054,8.84,500.0,8.89,0.005640172876261123,125,0.003729151386874438
50012,ABG,20021205,15:10:00,0.0024232114682123814,8.89,100.0,8.91,0.0022471919569046644,126,0.003722441489098189
50013,ABG,20021205,15:20:00,0.0022573450755928007,8.91,200.0,8.91,0.0,127,0.003707915427685099
50014,ABG,20021205,15:35:00,0.002447255110824472,8.91,100.0,8.9,-0.0011229647446237823,128,0.0036936925431305828
50015,ABG,20021205,15:45:00,0.002821998512972687,8.9,100.0,8.86,-0.004504512121104653,129,0.003696009446193872
50016,ABG,20021205,15:50:00,0.002891903046322199,8.86,150.0,8.855,-0.000564493382192653,130,0.003681656550678517
50017,ABG,20021205,15:55:00,,8.855,300.0,8.83,-0.0028272566189282327,131,0.003672905507681498
50018,ABG,20021206,09:30:00,0.002955824787979349,8.83,100.0,8.83,0.0,132,0.0036591825997262318
50019,ABG,20021206,09:35:00,0.002983267074021546,8.83,4400.0,8.75,-0.009101314246345636,133,0.0037198749778098814
50020,ABG,20021206,09:50:00,0.0027494013252589333,8.75,100.0,8.75,0.0,134,0.0037062490421027497
50021,ABG,20021206,09:55:00,0.002776142719856635,8.75,100.0,8.756,0.0006854792910935601,135,0.0036940865504990804
